product_id,site,url,brand,name,category_path,price_value,price_currency,size,size_ml_or_g,availability,rating_avg,rating_count,refillable_flag,refill_evidence,refill_parent_sku,packaging_notes,ingredients_present,ean_gtin,image_url,breadcrumbs,first_seen_ts,last_seen_ts,source_site,source_url,scrape_ts,robots_snapshot_id,is_luxury
marionnaud_10,marionnaud,https://marionnaud.fr/product/10,Brand_10,Product 10,['skincare'],200.0,EUR,50ml,50.0,En stock,4.0,200,False,[],,Standard packaging,True,12345678901210,https://marionnaud.fr/images/product_10.jpg,['Category' 'Brand' 'Product 10'],2025-09-01 11:45:30.575485,2025-09-01 11:45:30.575486,marionnaud,https://marionnaud.fr/product/10,2025-09-01 11:45:30.575487,robots_marionnaud_20250901,False
marionnaud_11,marionnaud,https://marionnaud.fr/product/11,Brand_11,Product 11,['makeup'],215.0,EUR,50ml,50.0,En stock,4.1,210,False,[],,Standard packaging,True,12345678901211,https://marionnaud.fr/images/product_11.jpg,['Category' 'Brand' 'Product 11'],2025-09-01 11:45:30.575494,2025-09-01 11:45:30.575495,marionnaud,https://marionnaud.fr/product/11,2025-09-01 11:45:30.575496,robots_marionnaud_20250901,False
marionnaud_12,marionnaud,https://marionnaud.fr/product/12,Brand_12,Product 12,['fragrance'],230.0,EUR,50ml,50.0,En stock,4.2,220,True,['facet' 'badge'],refill_12,Standard packaging,True,12345678901212,https://marionnaud.fr/images/product_12.jpg,['Category' 'Brand' 'Product 12'],2025-09-01 11:45:30.575504,2025-09-01 11:45:30.575505,marionnaud,https://marionnaud.fr/product/12,2025-09-01 11:45:30.575505,robots_marionnaud_20250901,False
marionnaud_13,marionnaud,https://marionnaud.fr/product/13,Brand_13,Product 13,['skincare'],245.0,EUR,50ml,50.0,En stock,4.3,230,False,[],,Standard packaging,True,12345678901213,https://marionnaud.fr/images/product_13.jpg,['Category' 'Brand' 'Product 13'],2025-09-01 11:45:30.575513,2025-09-01 11:45:30.575513,marionnaud,https://marionnaud.fr/product/13,2025-09-01 11:45:30.575514,robots_marionnaud_20250901,False
marionnaud_14,marionnaud,https://marionnaud.fr/product/14,Brand_14,Product 14,['makeup'],260.0,EUR,50ml,50.0,En stock,4.4,240,False,[],,Standard packaging,True,12345678901214,https://marionnaud.fr/images/product_14.jpg,['Category' 'Brand' 'Product 14'],2025-09-01 11:45:30.575521,2025-09-01 11:45:30.575522,marionnaud,https://marionnaud.fr/product/14,2025-09-01 11:45:30.575523,robots_marionnaud_20250901,False
marionnaud_15,marionnaud,https://marionnaud.fr/product/15,Brand_15,Product 15,['fragrance'],275.0,EUR,50ml,50.0,En stock,4.5,250,False,[],,Standard packaging,True,12345678901215,https://marionnaud.fr/images/product_15.jpg,['Category' 'Brand' 'Product 15'],2025-09-01 11:45:30.575532,2025-09-01 11:45:30.575533,marionnaud,https://marionnaud.fr/product/15,2025-09-01 11:45:30.575534,robots_marionnaud_20250901,False
marionnaud_16,marionnaud,https://marionnaud.fr/product/16,Brand_16,Product 16,['skincare'],290.0,EUR,50ml,50.0,En stock,4.6,260,True,['facet' 'badge'],refill_16,Standard packaging,True,12345678901216,https://marionnaud.fr/images/product_16.jpg,['Category' 'Brand' 'Product 16'],2025-09-01 11:45:30.575542,2025-09-01 11:45:30.575543,marionnaud,https://marionnaud.fr/product/16,2025-09-01 11:45:30.575544,robots_marionnaud_20250901,False
marionnaud_17,marionnaud,https://marionnaud.fr/product/17,Brand_17,Product 17,['makeup'],305.0,EUR,50ml,50.0,En stock,4.7,270,False,[],,Standard packaging,True,12345678901217,https://marionnaud.fr/images/product_17.jpg,['Category' 'Brand' 'Product 17'],2025-09-01 11:45:30.575551,2025-09-01 11:45:30.575552,marionnaud,https://marionnaud.fr/product/17,2025-09-01 11:45:30.575553,robots_marionnaud_20250901,False
marionnaud_18,marionnaud,https://marionnaud.fr/product/18,Brand_18,Product 18,['fragrance'],320.0,EUR,50ml,50.0,En stock,4.8,280,False,[],,Standard packaging,True,12345678901218,https://marionnaud.fr/images/product_18.jpg,['Category' 'Brand' 'Product 18'],2025-09-01 11:45:30.575566,2025-09-01 11:45:30.575567,marionnaud,https://marionnaud.fr/product/18,2025-09-01 11:45:30.575568,robots_marionnaud_20250901,False
marionnaud_19,marionnaud,https://marionnaud.fr/product/19,Brand_19,Product 19,['skincare'],335.0,EUR,50ml,50.0,En stock,4.9,290,False,[],,Standard packaging,True,12345678901219,https://marionnaud.fr/images/product_19.jpg,['Category' 'Brand' 'Product 19'],2025-09-01 11:45:30.575580,2025-09-01 11:45:30.575580,marionnaud,https://marionnaud.fr/product/19,2025-09-01 11:45:30.575581,robots_marionnaud_20250901,False
marionnaud_20,marionnaud,https://marionnaud.fr/product/20,Brand_0,Product 20,['makeup'],350.0,EUR,50ml,50.0,En stock,4.0,300,True,['facet' 'badge'],refill_20,Standard packaging,True,12345678901220,https://marionnaud.fr/images/product_20.jpg,['Category' 'Brand' 'Product 20'],2025-09-01 11:45:30.575592,2025-09-01 11:45:30.575593,marionnaud,https://marionnaud.fr/product/20,2025-09-01 11:45:30.575593,robots_marionnaud_20250901,False
marionnaud_21,marionnaud,https://marionnaud.fr/product/21,Brand_1,Product 21,['fragrance'],365.0,EUR,50ml,50.0,En stock,4.1,310,False,[],,Standard packaging,True,12345678901221,https://marionnaud.fr/images/product_21.jpg,['Category' 'Brand' 'Product 21'],2025-09-01 11:45:30.575601,2025-09-01 11:45:30.575602,marionnaud,https://marionnaud.fr/product/21,2025-09-01 11:45:30.575603,robots_marionnaud_20250901,False
marionnaud_22,marionnaud,https://marionnaud.fr/product/22,Brand_2,Product 22,['skincare'],380.0,EUR,50ml,50.0,En stock,4.2,320,False,[],,Standard packaging,True,12345678901222,https://marionnaud.fr/images/product_22.jpg,['Category' 'Brand' 'Product 22'],2025-09-01 11:45:30.575610,2025-09-01 11:45:30.575611,marionnaud,https://marionnaud.fr/product/22,2025-09-01 11:45:30.575612,robots_marionnaud_20250901,False
marionnaud_23,marionnaud,https://marionnaud.fr/product/23,Brand_3,Product 23,['makeup'],395.0,EUR,50ml,50.0,En stock,4.3,330,False,[],,Standard packaging,True,12345678901223,https://marionnaud.fr/images/product_23.jpg,['Category' 'Brand' 'Product 23'],2025-09-01 11:45:30.575705,2025-09-01 11:45:30.575706,marionnaud,https://marionnaud.fr/product/23,2025-09-01 11:45:30.575707,robots_marionnaud_20250901,False
marionnaud_24,marionnaud,https://marionnaud.fr/product/24,Brand_4,Product 24,['fragrance'],410.0,EUR,50ml,50.0,En stock,4.4,340,True,['facet' 'badge'],refill_24,Standard packaging,True,12345678901224,https://marionnaud.fr/images/product_24.jpg,['Category' 'Brand' 'Product 24'],2025-09-01 11:45:30.575720,2025-09-01 11:45:30.575721,marionnaud,https://marionnaud.fr/product/24,2025-09-01 11:45:30.575721,robots_marionnaud_20250901,False
marionnaud_25,marionnaud,https://marionnaud.fr/product/25,Brand_5,Product 25,['skincare'],425.0,EUR,50ml,50.0,En stock,4.5,350,False,[],,Standard packaging,True,12345678901225,https://marionnaud.fr/images/product_25.jpg,['Category' 'Brand' 'Product 25'],2025-09-01 11:45:30.575735,2025-09-01 11:45:30.575736,marionnaud,https://marionnaud.fr/product/25,2025-09-01 11:45:30.575736,robots_marionnaud_20250901,False
marionnaud_26,marionnaud,https://marionnaud.fr/product/26,Brand_6,Product 26,['makeup'],440.0,EUR,50ml,50.0,En stock,4.6,360,False,[],,Standard packaging,True,12345678901226,https://marionnaud.fr/images/product_26.jpg,['Category' 'Brand' 'Product 26'],2025-09-01 11:45:30.575747,2025-09-01 11:45:30.575747,marionnaud,https://marionnaud.fr/product/26,2025-09-01 11:45:30.575748,robots_marionnaud_20250901,False
marionnaud_27,marionnaud,https://marionnaud.fr/product/27,Brand_7,Product 27,['fragrance'],455.0,EUR,50ml,50.0,En stock,4.7,370,False,[],,Standard packaging,True,12345678901227,https://marionnaud.fr/images/product_27.jpg,['Category' 'Brand' 'Product 27'],2025-09-01 11:45:30.575756,2025-09-01 11:45:30.575757,marionnaud,https://marionnaud.fr/product/27,2025-09-01 11:45:30.575757,robots_marionnaud_20250901,False
marionnaud_28,marionnaud,https://marionnaud.fr/product/28,Brand_8,Product 28,['skincare'],470.0,EUR,50ml,50.0,En stock,4.8,380,True,['facet' 'badge'],refill_28,Standard packaging,True,12345678901228,https://marionnaud.fr/images/product_28.jpg,['Category' 'Brand' 'Product 28'],2025-09-01 11:45:30.575765,2025-09-01 11:45:30.575766,marionnaud,https://marionnaud.fr/product/28,2025-09-01 11:45:30.575766,robots_marionnaud_20250901,False
marionnaud_29,marionnaud,https://marionnaud.fr/product/29,Brand_9,Product 29,['makeup'],485.0,EUR,50ml,50.0,En stock,4.9,390,False,[],,Standard packaging,True,12345678901229,https://marionnaud.fr/images/product_29.jpg,['Category' 'Brand' 'Product 29'],2025-09-01 11:45:30.575774,2025-09-01 11:45:30.575774,marionnaud,https://marionnaud.fr/product/29,2025-09-01 11:45:30.575775,robots_marionnaud_20250901,False
marionnaud_30,marionnaud,https://marionnaud.fr/product/30,Brand_10,Product 30,['fragrance'],500.0,EUR,50ml,50.0,En stock,4.0,400,False,[],,Standard packaging,True,12345678901230,https://marionnaud.fr/images/product_30.jpg,['Category' 'Brand' 'Product 30'],2025-09-01 11:45:30.575782,2025-09-01 11:45:30.575783,marionnaud,https://marionnaud.fr/product/30,2025-09-01 11:45:30.575784,robots_marionnaud_20250901,False
marionnaud_31,marionnaud,https://marionnaud.fr/product/31,Brand_11,Product 31,['skincare'],515.0,EUR,50ml,50.0,En stock,4.1,410,False,[],,Standard packaging,True,12345678901231,https://marionnaud.fr/images/product_31.jpg,['Category' 'Brand' 'Product 31'],2025-09-01 11:45:30.575796,2025-09-01 11:45:30.575797,marionnaud,https://marionnaud.fr/product/31,2025-09-01 11:45:30.575797,robots_marionnaud_20250901,False
marionnaud_32,marionnaud,https://marionnaud.fr/product/32,Brand_12,Product 32,['makeup'],530.0,EUR,50ml,50.0,En stock,4.2,420,True,['facet' 'badge'],refill_32,Standard packaging,True,12345678901232,https://marionnaud.fr/images/product_32.jpg,['Category' 'Brand' 'Product 32'],2025-09-01 11:45:30.575807,2025-09-01 11:45:30.575808,marionnaud,https://marionnaud.fr/product/32,2025-09-01 11:45:30.575809,robots_marionnaud_20250901,False
marionnaud_33,marionnaud,https://marionnaud.fr/product/33,Brand_13,Product 33,['fragrance'],545.0,EUR,50ml,50.0,En stock,4.3,430,False,[],,Standard packaging,True,12345678901233,https://marionnaud.fr/images/product_33.jpg,['Category' 'Brand' 'Product 33'],2025-09-01 11:45:30.575817,2025-09-01 11:45:30.575817,marionnaud,https://marionnaud.fr/product/33,2025-09-01 11:45:30.575818,robots_marionnaud_20250901,False
marionnaud_34,marionnaud,https://marionnaud.fr/product/34,Brand_14,Product 34,['skincare'],560.0,EUR,50ml,50.0,En stock,4.4,440,False,[],,Standard packaging,True,12345678901234,https://marionnaud.fr/images/product_34.jpg,['Category' 'Brand' 'Product 34'],2025-09-01 11:45:30.575826,2025-09-01 11:45:30.575826,marionnaud,https://marionnaud.fr/product/34,2025-09-01 11:45:30.575827,robots_marionnaud_20250901,False
marionnaud_35,marionnaud,https://marionnaud.fr/product/35,Brand_15,Product 35,['makeup'],575.0,EUR,50ml,50.0,En stock,4.5,450,False,[],,Standard packaging,True,12345678901235,https://marionnaud.fr/images/product_35.jpg,['Category' 'Brand' 'Product 35'],2025-09-01 11:45:30.575839,2025-09-01 11:45:30.575840,marionnaud,https://marionnaud.fr/product/35,2025-09-01 11:45:30.575841,robots_marionnaud_20250901,False
marionnaud_36,marionnaud,https://marionnaud.fr/product/36,Brand_16,Product 36,['fragrance'],590.0,EUR,50ml,50.0,En stock,4.6,460,True,['facet' 'badge'],refill_36,Standard packaging,True,12345678901236,https://marionnaud.fr/images/product_36.jpg,['Category' 'Brand' 'Product 36'],2025-09-01 11:45:30.575851,2025-09-01 11:45:30.575852,marionnaud,https://marionnaud.fr/product/36,2025-09-01 11:45:30.575852,robots_marionnaud_20250901,False
marionnaud_37,marionnaud,https://marionnaud.fr/product/37,Brand_17,Product 37,['skincare'],605.0,EUR,50ml,50.0,En stock,4.7,470,False,[],,Standard packaging,True,12345678901237,https://marionnaud.fr/images/product_37.jpg,['Category' 'Brand' 'Product 37'],2025-09-01 11:45:30.575860,2025-09-01 11:45:30.575861,marionnaud,https://marionnaud.fr/product/37,2025-09-01 11:45:30.575862,robots_marionnaud_20250901,False
marionnaud_38,marionnaud,https://marionnaud.fr/product/38,Brand_18,Product 38,['makeup'],620.0,EUR,50ml,50.0,En stock,4.8,480,False,[],,Standard packaging,True,12345678901238,https://marionnaud.fr/images/product_38.jpg,['Category' 'Brand' 'Product 38'],2025-09-01 11:45:30.575883,2025-09-01 11:45:30.575884,marionnaud,https://marionnaud.fr/product/38,2025-09-01 11:45:30.575884,robots_marionnaud_20250901,False
marionnaud_39,marionnaud,https://marionnaud.fr/product/39,Brand_19,Product 39,['fragrance'],635.0,EUR,50ml,50.0,En stock,4.9,490,False,[],,Standard packaging,True,12345678901239,https://marionnaud.fr/images/product_39.jpg,['Category' 'Brand' 'Product 39'],2025-09-01 11:45:30.575894,2025-09-01 11:45:30.575895,marionnaud,https://marionnaud.fr/product/39,2025-09-01 11:45:30.575896,robots_marionnaud_20250901,False
marionnaud_40,marionnaud,https://marionnaud.fr/product/40,Brand_0,Product 40,['skincare'],650.0,EUR,50ml,50.0,En stock,4.0,500,True,['facet' 'badge'],refill_40,Standard packaging,True,12345678901240,https://marionnaud.fr/images/product_40.jpg,['Category' 'Brand' 'Product 40'],2025-09-01 11:45:30.575906,2025-09-01 11:45:30.575907,marionnaud,https://marionnaud.fr/product/40,2025-09-01 11:45:30.575908,robots_marionnaud_20250901,False
marionnaud_41,marionnaud,https://marionnaud.fr/product/41,Brand_1,Product 41,['makeup'],665.0,EUR,50ml,50.0,En stock,4.1,510,False,[],,Standard packaging,True,12345678901241,https://marionnaud.fr/images/product_41.jpg,['Category' 'Brand' 'Product 41'],2025-09-01 11:45:30.575918,2025-09-01 11:45:30.575919,marionnaud,https://marionnaud.fr/product/41,2025-09-01 11:45:30.575919,robots_marionnaud_20250901,False
marionnaud_42,marionnaud,https://marionnaud.fr/product/42,Brand_2,Product 42,['fragrance'],680.0,EUR,50ml,50.0,En stock,4.2,520,False,[],,Standard packaging,True,12345678901242,https://marionnaud.fr/images/product_42.jpg,['Category' 'Brand' 'Product 42'],2025-09-01 11:45:30.575927,2025-09-01 11:45:30.575928,marionnaud,https://marionnaud.fr/product/42,2025-09-01 11:45:30.575928,robots_marionnaud_20250901,False
marionnaud_43,marionnaud,https://marionnaud.fr/product/43,Brand_3,Product 43,['skincare'],695.0,EUR,50ml,50.0,En stock,4.3,530,False,[],,Standard packaging,True,12345678901243,https://marionnaud.fr/images/product_43.jpg,['Category' 'Brand' 'Product 43'],2025-09-01 11:45:30.575940,2025-09-01 11:45:30.575941,marionnaud,https://marionnaud.fr/product/43,2025-09-01 11:45:30.575941,robots_marionnaud_20250901,False
marionnaud_44,marionnaud,https://marionnaud.fr/product/44,Brand_4,Product 44,['makeup'],710.0,EUR,50ml,50.0,En stock,4.4,540,True,['facet' 'badge'],refill_44,Standard packaging,True,12345678901244,https://marionnaud.fr/images/product_44.jpg,['Category' 'Brand' 'Product 44'],2025-09-01 11:45:30.575949,2025-09-01 11:45:30.575949,marionnaud,https://marionnaud.fr/product/44,2025-09-01 11:45:30.575950,robots_marionnaud_20250901,False
marionnaud_45,marionnaud,https://marionnaud.fr/product/45,Brand_5,Product 45,['fragrance'],725.0,EUR,50ml,50.0,En stock,4.5,550,False,[],,Standard packaging,True,12345678901245,https://marionnaud.fr/images/product_45.jpg,['Category' 'Brand' 'Product 45'],2025-09-01 11:45:30.575958,2025-09-01 11:45:30.575958,marionnaud,https://marionnaud.fr/product/45,2025-09-01 11:45:30.575959,robots_marionnaud_20250901,False
marionnaud_46,marionnaud,https://marionnaud.fr/product/46,Brand_6,Product 46,['skincare'],740.0,EUR,50ml,50.0,En stock,4.6,560,False,[],,Standard packaging,True,12345678901246,https://marionnaud.fr/images/product_46.jpg,['Category' 'Brand' 'Product 46'],2025-09-01 11:45:30.575969,2025-09-01 11:45:30.575970,marionnaud,https://marionnaud.fr/product/46,2025-09-01 11:45:30.575970,robots_marionnaud_20250901,False
marionnaud_47,marionnaud,https://marionnaud.fr/product/47,Brand_7,Product 47,['makeup'],755.0,EUR,50ml,50.0,En stock,4.7,570,False,[],,Standard packaging,True,12345678901247,https://marionnaud.fr/images/product_47.jpg,['Category' 'Brand' 'Product 47'],2025-09-01 11:45:30.575980,2025-09-01 11:45:30.575981,marionnaud,https://marionnaud.fr/product/47,2025-09-01 11:45:30.575982,robots_marionnaud_20250901,False
marionnaud_48,marionnaud,https://marionnaud.fr/product/48,Brand_8,Product 48,['fragrance'],770.0,EUR,50ml,50.0,En stock,4.8,580,True,['facet' 'badge'],refill_48,Standard packaging,True,12345678901248,https://marionnaud.fr/images/product_48.jpg,['Category' 'Brand' 'Product 48'],2025-09-01 11:45:30.575989,2025-09-01 11:45:30.575990,marionnaud,https://marionnaud.fr/product/48,2025-09-01 11:45:30.575991,robots_marionnaud_20250901,False
marionnaud_49,marionnaud,https://marionnaud.fr/product/49,Brand_9,Product 49,['skincare'],785.0,EUR,50ml,50.0,En stock,4.9,590,False,[],,Standard packaging,True,12345678901249,https://marionnaud.fr/images/product_49.jpg,['Category' 'Brand' 'Product 49'],2025-09-01 11:45:30.575998,2025-09-01 11:45:30.575999,marionnaud,https://marionnaud.fr/product/49,2025-09-01 11:45:30.576000,robots_marionnaud_20250901,False
marionnaud_50,marionnaud,https://marionnaud.fr/product/50,Brand_10,Product 50,['makeup'],800.0,EUR,50ml,50.0,En stock,4.0,600,False,[],,Standard packaging,True,12345678901250,https://marionnaud.fr/images/product_50.jpg,['Category' 'Brand' 'Product 50'],2025-09-01 11:45:30.576007,2025-09-01 11:45:30.576008,marionnaud,https://marionnaud.fr/product/50,2025-09-01 11:45:30.576009,robots_marionnaud_20250901,False
marionnaud_51,marionnaud,https://marionnaud.fr/product/51,Brand_11,Product 51,['fragrance'],815.0,EUR,50ml,50.0,En stock,4.1,610,False,[],,Standard packaging,True,12345678901251,https://marionnaud.fr/images/product_51.jpg,['Category' 'Brand' 'Product 51'],2025-09-01 11:45:30.576016,2025-09-01 11:45:30.576016,marionnaud,https://marionnaud.fr/product/51,2025-09-01 11:45:30.576017,robots_marionnaud_20250901,False
marionnaud_52,marionnaud,https://marionnaud.fr/product/52,Brand_12,Product 52,['skincare'],830.0,EUR,50ml,50.0,En stock,4.2,620,True,['facet' 'badge'],refill_52,Standard packaging,True,12345678901252,https://marionnaud.fr/images/product_52.jpg,['Category' 'Brand' 'Product 52'],2025-09-01 11:45:30.576028,2025-09-01 11:45:30.576028,marionnaud,https://marionnaud.fr/product/52,2025-09-01 11:45:30.576029,robots_marionnaud_20250901,False
marionnaud_53,marionnaud,https://marionnaud.fr/product/53,Brand_13,Product 53,['makeup'],845.0,EUR,50ml,50.0,En stock,4.3,630,False,[],,Standard packaging,True,12345678901253,https://marionnaud.fr/images/product_53.jpg,['Category' 'Brand' 'Product 53'],2025-09-01 11:45:30.576041,2025-09-01 11:45:30.576042,marionnaud,https://marionnaud.fr/product/53,2025-09-01 11:45:30.576042,robots_marionnaud_20250901,False
marionnaud_54,marionnaud,https://marionnaud.fr/product/54,Brand_14,Product 54,['fragrance'],860.0,EUR,50ml,50.0,En stock,4.4,640,False,[],,Standard packaging,True,12345678901254,https://marionnaud.fr/images/product_54.jpg,['Category' 'Brand' 'Product 54'],2025-09-01 11:45:30.576053,2025-09-01 11:45:30.576054,marionnaud,https://marionnaud.fr/product/54,2025-09-01 11:45:30.576055,robots_marionnaud_20250901,False
marionnaud_55,marionnaud,https://marionnaud.fr/product/55,Brand_15,Product 55,['skincare'],875.0,EUR,50ml,50.0,En stock,4.5,650,False,[],,Standard packaging,True,12345678901255,https://marionnaud.fr/images/product_55.jpg,['Category' 'Brand' 'Product 55'],2025-09-01 11:45:30.576062,2025-09-01 11:45:30.576063,marionnaud,https://marionnaud.fr/product/55,2025-09-01 11:45:30.576064,robots_marionnaud_20250901,False
marionnaud_56,marionnaud,https://marionnaud.fr/product/56,Brand_16,Product 56,['makeup'],890.0,EUR,50ml,50.0,En stock,4.6,660,True,['facet' 'badge'],refill_56,Standard packaging,True,12345678901256,https://marionnaud.fr/images/product_56.jpg,['Category' 'Brand' 'Product 56'],2025-09-01 11:45:30.576071,2025-09-01 11:45:30.576072,marionnaud,https://marionnaud.fr/product/56,2025-09-01 11:45:30.576072,robots_marionnaud_20250901,False
marionnaud_57,marionnaud,https://marionnaud.fr/product/57,Brand_17,Product 57,['fragrance'],905.0,EUR,50ml,50.0,En stock,4.7,670,False,[],,Standard packaging,True,12345678901257,https://marionnaud.fr/images/product_57.jpg,['Category' 'Brand' 'Product 57'],2025-09-01 11:45:30.576082,2025-09-01 11:45:30.576083,marionnaud,https://marionnaud.fr/product/57,2025-09-01 11:45:30.576083,robots_marionnaud_20250901,False
marionnaud_58,marionnaud,https://marionnaud.fr/product/58,Brand_18,Product 58,['skincare'],920.0,EUR,50ml,50.0,En stock,4.8,680,False,[],,Standard packaging,True,12345678901258,https://marionnaud.fr/images/product_58.jpg,['Category' 'Brand' 'Product 58'],2025-09-01 11:45:30.576091,2025-09-01 11:45:30.576092,marionnaud,https://marionnaud.fr/product/58,2025-09-01 11:45:30.576093,robots_marionnaud_20250901,False
marionnaud_59,marionnaud,https://marionnaud.fr/product/59,Brand_19,Product 59,['makeup'],935.0,EUR,50ml,50.0,En stock,4.9,690,False,[],,Standard packaging,True,12345678901259,https://marionnaud.fr/images/product_59.jpg,['Category' 'Brand' 'Product 59'],2025-09-01 11:45:30.576100,2025-09-01 11:45:30.576100,marionnaud,https://marionnaud.fr/product/59,2025-09-01 11:45:30.576101,robots_marionnaud_20250901,False
marionnaud_60,marionnaud,https://marionnaud.fr/product/60,Brand_0,Product 60,['fragrance'],950.0,EUR,50ml,50.0,En stock,4.0,700,True,['facet' 'badge'],refill_60,Standard packaging,True,12345678901260,https://marionnaud.fr/images/product_60.jpg,['Category' 'Brand' 'Product 60'],2025-09-01 11:45:30.576114,2025-09-01 11:45:30.576115,marionnaud,https://marionnaud.fr/product/60,2025-09-01 11:45:30.576116,robots_marionnaud_20250901,False
marionnaud_61,marionnaud,https://marionnaud.fr/product/61,Brand_1,Product 61,['skincare'],965.0,EUR,50ml,50.0,En stock,4.1,710,False,[],,Standard packaging,True,12345678901261,https://marionnaud.fr/images/product_61.jpg,['Category' 'Brand' 'Product 61'],2025-09-01 11:45:30.576123,2025-09-01 11:45:30.576124,marionnaud,https://marionnaud.fr/product/61,2025-09-01 11:45:30.576125,robots_marionnaud_20250901,False
